geneID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	-log10(P.Value)	trend	ENTREZID
Myo3a	17.1239684070413	6.98204493389561	1.87695374357637	3.71988119461695	0.000199316512949568	0.0380290519774993	3.70045671943399	up	667663
Nxph1	17.1332778864102	6.98183957052614	1.84516514962207	3.78385618867567	0.000154417069863551	0.0315973131797604	3.81130469274522	up	18231
Atf3	476.863080232371	3.72330211130491	0.374898894177623	9.93148331224698	3.03703608788612e-23	2.14399562624321e-19	22.5175500475033	up	11910
Pmaip1	40.8231039930994	3.29522906536965	0.623438500380493	5.28557197439448	1.25312589566936e-07	6.80495558498294e-05	6.90200529528846	up	58801
Fosb	3042.80614273648	3.18550055492588	0.702534820748412	4.53429561189914	5.77960369048218e-06	0.00204005561264795	5.23810194028839	up	14282
Hbegf	26.341011556848	2.38992817579201	0.562499639246645	4.24876392630729	2.14953294257008e-05	0.00645728842896745	4.66765589473549	up	15200
Dusp5	309.298737414705	2.23000238144004	0.301854344931287	7.38767693387906	1.49416237771797e-13	3.51601310183334e-10	12.8256022031131	up	240672
Irf1	394.782278337719	2.10158118163882	0.401792876550262	5.2305088126069	1.69044117497664e-07	8.83975516647971e-05	6.77199993748475	up	16362
Klf4	654.617520021453	1.97640146758745	0.369409778270945	5.35016013067704	8.78764404637645e-08	4.96290985163156e-05	7.05612754299247	up	16600
Maff	110.97817142255	1.94851228214294	0.309720970437357	6.2911861582748	3.15049240043732e-10	4.94242246686384e-07	9.50162156364514	up	17133
Klf2	2567.4265851864	1.93676080611446	0.247275480417911	7.8324013478458	4.78638734193331e-15	1.35158005761513e-11	14.3199921586985	up	16598
Nfkbiz	181.402595619305	1.8756481818699	0.312558898450865	6.00094315396608	1.9617466730926e-09	1.87135284565948e-06	8.70735707523396	up	80859
Dnajb4	874.528169230436	1.7579933499779	0.184878719669061	9.50890050041866	1.92688302717563e-21	9.06855382023089e-18	20.7151446487042	up	67035
Ccn1	6547.8953197815	1.75108166929692	0.156096827717867	11.2179196393527	3.33012178401758e-29	4.70179894685442e-25	28.4775398838631	up	16007
Mansc4	31.1997204000244	1.71374104225396	0.449307431028992	3.81418361661457	0.000136633854946678	0.0287930357909276	3.86444167843757	up	545893
Nr4a1	1888.39879736747	1.67994999076436	0.309903693853093	5.42087759547883	5.93071598767705e-08	3.48899079291718e-05	7.22689287312364	up	15370
Fos	15995.2467460909	1.56026600109425	0.258024082157848	6.04697820469234	1.47587714185913e-09	1.60291610506993e-06	8.83094979348411	up	14281
Klf6	2850.82478826381	1.51316851899904	0.169046049802048	8.95122081096213	3.51572318097456e-19	1.2409623898045e-15	18.4539853274857	up	23849
Dnajb1	2320.71559503345	1.44911112691306	0.224908066858601	6.44312650565846	1.17037061038334e-10	2.0655578310003e-07	9.93167659247792	up	81489
Ppp1r15a	2191.49048595905	1.41069148726729	0.232679845147754	6.06280052477894	1.33771534506555e-09	1.60291610506993e-06	8.87363629106703	up	17872
Zfp36	2543.05044718795	1.36659990361265	0.243284641849474	5.61728801795142	1.93977931125365e-08	1.44110732425086e-05	7.71224767695464	up	22695
Egr2	367.53690464274	1.35417606208478	0.356190049687324	3.80183574267031	0.000143627939530816	0.0298218070328762	3.84276106981664	up	13654
Spty2d1	642.939712641005	1.33503003649076	0.288105377910411	4.63382546404915	3.58969677443433e-06	0.00133376128311153	5.44494223519654	up	101685
Socs3	2129.98677912583	1.31527053535772	0.333938325768705	3.93866302207167	8.19369132863069e-05	0.0189650373555634	4.0865204007438	up	12702
Sertad1	615.605339397298	1.24478424581133	0.261060062400879	4.76819102226314	1.85887489301453e-06	0.000795316806499156	5.73074983836246	up	55942
Klf11	547.693714019468	1.23273572824913	0.220131137418809	5.60000617224719	2.14344173165721e-08	1.44110732425086e-05	7.6688883180613	up	194655
Idi1	191.855659131967	1.22422369325486	0.238407250448753	5.13501032770818	2.82128530743001e-07	0.000138932421177167	6.54955299283183	up	319554
Errfi1	595.042046587691	1.21524044424771	0.296057315487175	4.10474722520529	4.0475720951143e-05	0.0109899366174844	4.39280540687812	up	74155
Btg2	3697.59744163994	1.19878855130428	0.207239720028547	5.78455013903293	7.27066355623699e-09	5.70302770836167e-06	8.1384259514984	up	12227
Jun	10502.1446189668	1.19137144450761	0.196674875304985	6.05756806841821	1.38194870349118e-09	1.60291610506993e-06	8.85950807722534	up	16476
Dusp1	2745.23170269486	1.14060874997034	0.227850730058761	5.00594731329665	5.55879615603904e-07	0.000261615476423717	6.25501925147513	up	19252
Fbxo33	174.549392730946	1.12425939118402	0.236848881883734	4.74673716946614	2.06724294131551e-06	0.000858453032012756	5.68460848231181	up	70611
Egr1	22680.1725545316	1.10276028366535	0.240196069720103	4.59108379646002	4.40950240877686e-06	0.00159635293614155	5.35561041581901	up	13653
Rhob	1122.83813165569	1.09878444144492	0.264229866429264	4.15844149752493	3.20426270612387e-05	0.00887078140152215	4.49427188486532	up	11852
Tiparp	454.470453841582	1.04290541710131	0.255248133489543	4.08584933744102	4.39158698256907e-05	0.0116990220013005	4.35737851091352	up	99929
Lysmd3	455.676891517869	1.04108373628999	0.168643672061357	6.17327483186692	6.68897882911296e-10	9.44416920882459e-07	9.1746401786047	up	80289
Plk2	542.531699828807	1.00942168419316	0.24817635667627	4.06735636590024	4.75494985967506e-05	0.0124324327905097	4.32285405828098	up	20620
Insig1	477.327078945126	1.00821787396012	0.140680570227972	7.16671728246697	7.68174382947774e-13	1.54940773040566e-09	12.1145401797664	up	231070
