geneID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	-log10(P.Value)	trend	ENTREZID
0610005C13Rik	9.80647803137665	-0.390057978069522	0.545832842962948	-0.714610678155912	0.474849644691678	NA	0.323443882622753	non-sig	71661
0610006L08Rik	3.98891853892936	-1.48734477021832	1.13066436325751	-1.31546090825149	0.188355047029052	NA	0.725022738256036	non-sig	76253
0610009B22Rik	83.9947490188485	-0.496715056803399	0.241373589369809	-2.0578682949541	0.0396027779605218	0.546779613408417	1.40227434916007	non-sig	NA
0610009E02Rik	7.33868238726264	-1.48180965304689	0.741462307742373	-1.99849626551989	0.0456628844065335	NA	1.34043665871797	non-sig	100125929
0610009L18Rik	16.3788336652532	-0.511054689964046	0.521226739987913	-0.980484404878952	0.326847063968055	0.817936882488642	0.485655411901059	non-sig	66838
0610010F05Rik	79.5836250036789	-0.473098690352743	0.577499600067545	-0.819219078761975	0.41266143158601	0.86210779190245	0.384406119521176	non-sig	NA
0610012G03Rik	67.2171537615819	-0.136570334384909	0.234141239711789	-0.583281845406715	0.559703581856523	0.905775760488455	0.252041913790885	non-sig	NA
0610025J13Rik	5.50418301146931	-0.570362311857921	0.954292763330391	-0.59768064243452	0.550053044152327	NA	0.259595427466037	non-sig	78687
0610030E20Rik	28.7117757394993	-0.477718912091725	0.420997890736973	-1.13472994188988	0.256488487861639	0.78115032233906	0.590932122834289	non-sig	68364
0610033M10Rik	10.0215385605752	-0.441137824971921	0.650369159745584	-0.678288351102762	0.497588883149118	NA	0.303129330971831	non-sig	74093
0610038B21Rik	1.57634666750452	-0.608780448789306	1.59511853959582	-0.381652167959607	0.702719383520619	NA	0.153218066898327	non-sig	70345
0610039K10Rik	2.31948436340197	-0.926319294993524	1.13440675806587	-0.816567151427119	0.414175833596216	NA	0.382815244993499	non-sig	68386
0610040B10Rik	12.8970953641018	-0.268474645240985	0.543352565558735	-0.49410762414439	0.62123017372922	NA	0.206747458342948	non-sig	67672
0610040F04Rik	10.0507000453933	0.253578663498643	0.617447304415363	0.410688753008237	0.681300774968728	NA	0.166661117057299	non-sig	75394
0610040J01Rik	69.6775800427135	-0.160722172471646	0.267078622423457	-0.601778498830274	0.547321589171954	0.905775760488455	0.261757420716757	non-sig	NA
0610043K17Rik	2.70486723328038	3.9713989801282	1.90244190437511	2.08752707296608	0.0368405164368049	NA	1.43367429041649	non-sig	68400
1010001B22Rik	5.25953313512137	-0.320346419167736	1.00897563581567	-0.317496684554493	0.750866754787092	NA	0.124437123974342	non-sig	75403
1100001I12Rik	2.18040642305529	-1.83359036121961	1.18196868070115	-1.55130198554154	0.120829331237331	NA	0.917827628229151	non-sig	75405
1110002E22Rik	18.6405503660806	1.03451685374913	0.727561235728875	1.42189660876139	0.155056267837195	0.707509119710736	0.809510673592477	non-sig	102634333
1110002J07Rik	19.1691681087703	0.0820637975420847	0.492726627459712	0.16655036072471	0.867723854418576	0.97939014163812	0.0616184632835227	non-sig	68488
1110002L01Rik	26.4770501836025	-0.889214831914909	0.365467162247938	-2.43309091423008	0.0149705414514856	0.431935484359104	1.82476249189877	non-sig	100043040
1110002O04Rik	0.45193742032522	0.216438666319838	3.15425424482722	0.0686180153913669	0.945293678457193	NA	0.0244332463910494	non-sig	68483
1110004F10Rik	352.96453217427	-0.274047443999675	0.146838982859784	-1.86631260079867	0.0619976428595284	0.600900173868797	1.20762482199465	non-sig	56372
1110006O24Rik	33.8466698640485	0.388037931879264	0.275212914197426	1.40995539039604	0.158552855511442	0.710892995788069	0.79982593199265	non-sig	66123
1110008P14Rik	81.1539415901762	-0.0232362355465681	0.213762032777188	-0.108701415516516	0.913439319090281	0.985607975026203	0.039320298075617	non-sig	NA
1110012L19Rik	68.4685435467903	-0.189535271211749	0.224137486578085	-0.845620579160546	0.397764441504387	0.857288632213969	0.400374043606437	non-sig	NA
1110013H19Rik	2.52746377917081	2.09624180809614	1.31925427531213	1.58895964737365	0.112069503292037	NA	0.950512552917031	non-sig	68522
